ID,DATE_START,SEMESTER_ID,CLASS_ID,USER_ID,CONSISTENCY,ASSESSMENT_TYPE,ASSESSMENTS_ID,EXERCISE_ID,ALL_CTS_PASSED,MPL_VALUE,SUM_GRADES,COUNT_GRADES
270,2023-04-26,2022-2,485,6119,True,Lab 3,4553,5241,True,1.0,1.0,1
271,2023-04-26,2022-2,485,6119,True,Lab 3,4553,5259,True,1.0,1.0,1
272,2023-05-08,2022-2,485,6119,True,TP 3,4610,3031,True,1.0,1.0,1
273,2023-05-08,2022-2,485,6119,True,TP 3,4610,6073,True,1.0,1.0,1
274,2023-05-08,2022-2,485,6119,True,TP 3,4610,6122,True,1.0,1.0,1
275,2023-05-08,2022-2,485,6119,True,TP 3,4610,6149,True,1.0,1.0,1
276,2023-05-17,2022-2,485,6119,True,Lab 4,4629,6042,False,0.23571428571428574,1.6500000000000001,7
277,2023-05-22,2022-2,485,6119,True,TP 4,4673,6192,True,1.0,1.0,1
278,2023-05-22,2022-2,485,6119,True,TP 4,4673,6209,True,1.0,1.0,1
279,2023-05-22,2022-2,485,6119,False,TP 4,4673,6223,False,0.0,0.0,0
280,2023-05-29,2022-2,485,6119,True,Lab 5,4697,6270,True,1.0,1.0,1
281,2023-05-29,2022-2,485,6119,False,Lab 5,4697,6273,False,0.0,0.0,0
282,2023-06-19,2022-2,485,6119,True,TP 6,4797,6367,False,0.0,0.0,0
283,2023-06-19,2022-2,485,6119,False,TP 6,4797,6380,False,0.0,0.0,0
284,2023-06-19,2022-2,485,6119,True,TP 6,4797,6394,False,0.0,0.0,0
285,2023-04-03,2022-2,485,6141,True,Lab 1,4399,2895,True,1.0,1.0,1
286,2023-04-05,2022-2,485,6141,True,TP 1,4452,1366,True,1.0,1.0,1
287,2023-04-05,2022-2,485,6141,True,TP 1,4452,5165,True,0.5,1.0,2
288,2023-04-05,2022-2,485,6141,True,TP 1,4452,5922,True,1.0,1.0,1
289,2023-04-05,2022-2,485,6141,True,TP 1,4452,5935,True,0.3333333333333333,1.0,3
290,2023-04-17,2022-2,485,6141,True,Lab 2,4477,1391,True,1.0,1.0,1
291,2023-04-17,2022-2,485,6141,True,Lab 2,4477,1395,True,1.0,1.0,1
292,2023-04-17,2022-2,485,6141,True,Lab 2,4477,1397,True,0.3333333333333333,1.0,3
293,2023-04-16,2022-2,485,6141,True,Lab 2,4477,2445,True,0.71125,5.69,8
294,2023-04-18,2022-2,485,6141,True,Lab 2,4477,2449,True,1.0,1.0,1
295,2023-04-10,2022-2,485,6141,True,Lab 2,4477,2703,True,1.0,1.0,1
